,GVKEY,datadate,tic,prccd,caldt,vwretx,filing_date,year,td_count,excess_return
96652,179437,2019-10-30,AWK,120.97,10/30/2019,0.003278,filing date 0,2019,209,-0.009739934574352738
96726,179437,2020-02-18,AWK,139.26,2/18/2020,-0.00272,filing date 0,2020,213,0.0015019455952778316
96781,179437,2020-05-06,AWK,117.78,5/6/2020,-0.006916,filing date 0,2020,213,-0.05373842652480876
96844,179437,2020-08-05,AWK,147.25,8/5/2020,0.006357,filing date 0,2020,213,-0.005380492014392724
96908,179437,2020-11-04,AWK,155.41,11/4/2020,0.022216,filing date 0,2020,213,-0.02086877257386277
96983,179437,2021-02-24,AWK,149.94,2/24/2021,0.011292,filing date 0,2021,210,-0.06486426978469773
97030,179437,2021-05-03,AWK,155.5,5/3/2021,0.002561,filing date 0,2021,210,-0.022271479257374605
97093,179437,2021-08-02,AWK,172.25,8/2/2021,-0.001676,filing date 0,2021,210,0.048134551333349096
97158,179437,2021-11-02,AWK,176.8,11/2/2021,0.003557,filing date 0,2021,210,-0.0414848787248312
97484,1447,2017-02-17,AXP,79.71,2/17/2017,0.001984,filing date 0,2017,204,-0.0005055712121908584
97531,1447,2017-04-27,AXP,80.33,4/27/2017,0.000614,filing date 0,2017,204,-0.013923481744364974
97592,1447,2017-07-25,AXP,85.41,7/25/2017,0.002977,filing date 0,2017,204,-0.0032573228147156907
97656,1447,2017-10-24,AXP,93.86,10/24/2017,0.001626,filing date 0,2017,204,0.0302985577279129
97735,1447,2018-02-16,AXP,96.79,2/16/2018,0.000346,filing date 0,2018,204,0.01873290434488928
97781,1447,2018-04-25,AXP,98.78,4/25/2018,0.001845,filing date 0,2018,204,-0.022169095641154546
97843,1447,2018-07-24,AXP,101.71,7/24/2018,0.004811,filing date 0,2018,204,0.021653539956347112
97907,1447,2018-10-23,AXP,104.38,10/23/2018,-0.005384,filing date 0,2018,204,0.0038527689702881895
97983,1447,2019-02-13,AXP,107.56,2/13/2019,0.003042,filing date 0,2019,202,-0.01753175666846085
98030,1447,2019-04-23,AXP,113.97,4/23/2019,0.008914,filing date 0,2019,202,0.035828317041725954
98093,1447,2019-07-23,AXP,128.2,7/23/2019,0.006845,filing date 0,2019,202,-0.007422286819040336
98156,1447,2019-10-21,AXP,119.05,10/21/2019,0.00689,filing date 0,2019,202,-0.011127522431232495
98235,1447,2020-02-13,AXP,134.46,2/13/2020,-0.001639,filing date 0,2020,205,0.025678603218141083
98284,1447,2020-04-24,AXP,83.17,4/24/2020,0.013737,filing date 0,2020,205,0.1160058729729685
98347,1447,2020-07-24,AXP,95.33,7/24/2020,-0.006059,filing date 0,2020,205,-0.006775769912783947
98411,1447,2020-10-23,AXP,100.98,10/23/2020,0.00348,filing date 0,2020,205,-0.07352569043824753
98487,1447,2021-02-12,AXP,129.62,2/12/2021,0.004717,filing date 0,2021,203,0.002306740653153949
98535,1447,2021-04-23,AXP,144.33,4/23/2021,0.010928,filing date 0,2021,203,0.024868281624036648
98598,1447,2021-07-23,AXP,173.18,7/23/2021,0.009986,filing date 0,2021,203,-0.012520262629292178
98662,1447,2021-10-22,AXP,187.08,10/22/2021,-0.001051,filing date 0,2021,203,0.0023192495432300397
98967,146017,2017-01-09,AYI,202.51,1/9/2017,-0.003475,filing date 0,2017,206,-0.09161137633595773
99026,146017,2017-04-04,AYI,173.93,4/4/2017,0.000585,filing date 0,2017,206,-0.15028226930718314
99086,146017,2017-06-29,AYI,198.52,6/29/2017,-0.008673,filing date 0,2017,206,0.1217170042632485
99169,146017,2017-10-26,AYI,159.21,10/26/2017,0.001247,filing date 0,2017,206,0.061787912932618205
99219,146017,2018-01-09,AYI,157.95,1/9/2018,0.001261,filing date 0,2018,206,-0.15924928956957163
99277,146017,2018-04-04,AYI,129.48,4/4/2018,0.011568,filing date 0,2018,206,-0.03901459706840238
99340,146017,2018-07-03,AYI,132.05,7/3/2018,-0.004887,filing date 0,2018,206,0.07048365770357945
99420,146017,2018-10-25,AYI,119.29,10/25/2018,0.018863,filing date 0,2018,206,0.059631683253741574
99470,146017,2019-01-09,AYI,117.14,1/9/2019,0.004071,filing date 0,2019,208,0.005046016312053592
99528,146017,2019-04-03,AYI,134.79,4/3/2019,0.002156,filing date 0,2019,208,0.11820266617740516
99590,146017,2019-07-02,AYI,129.95,7/2/2019,0.002971,filing date 0,2019,208,-0.07181141808481506
99673,146017,2019-10-29,AYI,127.98,10/29/2019,-0.000971,filing date 0,2019,208,-0.02110793995573157
99722,146017,2020-01-09,AYI,123.42,1/9/2020,0.006685,filing date 0,2020,205,-0.1802110997984946
99780,146017,2020-04-02,AYI,76.74,4/2/2020,0.022564,filing date 0,2020,205,-0.003806887452531882
99840,146017,2020-06-29,AYI,89.33,6/29/2020,0.014615,filing date 0,2020,205,0.01940128463712565
99922,146017,2020-10-23,AYI,94.69,10/23/2020,0.00348,filing date 0,2020,205,-0.004393233700165089
99973,146017,2021-01-07,AYI,121.26,1/7/2021,0.014964,filing date 0,2021,206,-0.08875877566414692
100030,146017,2021-03-31,AYI,165.0,3/31/2021,0.003765,filing date 0,2021,206,0.13224562642620574
100094,146017,2021-07-01,AYI,176.26,7/1/2021,0.005097,filing date 0,2021,206,-0.09711137402849823
100176,146017,2021-10-27,AYI,203.33,10/27/2021,-0.004931,filing date 0,2021,206,-0.0005801256064803528
100527,23809,2017-03-21,AZO,725.21,3/21/2017,-0.012348,filing date 0,2017,243,0.0004966784263026325
100586,23809,2017-06-14,AZO,608.38,6/14/2017,-0.000939,filing date 0,2017,243,-0.029934067932591457
100679,23809,2017-10-25,AZO,587.4,10/25/2017,-0.004605,filing date 0,2017,243,0.0057094859356574545
100717,23809,2017-12-19,AZO,701.01,12/19/2017,-0.003139,filing date 0,2017,243,0.010618832041483839
100776,23809,2018-03-16,AZO,648.49,3/16/2018,0.001764,filing date 0,2018,242,0.011720487747671648
100834,23809,2018-06-08,AZO,674.39,6/8/2018,0.003102,filing date 0,2018,242,0.02497304027019287
100930,23809,2018-10-24,AZO,728.22,10/24/2018,-0.030793,filing date 0,2018,242,0.05369965132619514
100967,23809,2018-12-18,AZO,857.24,12/18/2018,0.0003,filing date 0,2018,242,0.018284982755379042
101026,23809,2019-03-15,AZO,962.23,3/15/2019,0.004951,filing date 0,2019,245,0.02653053528141558
101084,23809,2019-06-07,AZO,1099.14,6/7/2019,0.010619,filing date 0,2019,245,0.0016860752945548896
101183,23809,2019-10-28,AZO,1149.77,10/28/2019,0.005625,filing date 0,2019,245,0.008260756405583658
101221,23809,2019-12-20,AZO,1226.74,12/20/2019,0.004846,filing date 0,2019,245,-0.01772717825064285
101279,23809,2020-03-17,AZO,913.92,3/17/2020,0.060195,filing date 0,2020,244,-0.11214305422647142
101340,23809,2020-06-12,AZO,1100.51,6/12/2020,0.012761,filing date 0,2020,244,0.010312384423056598
101434,23809,2020-10-26,AZO,1152.0,10/26/2020,-0.018401,filing date 0,2020,244,-0.0007304119650624052
101472,23809,2020-12-18,AZO,1181.9,12/18/2020,-0.003434,filing date 0,2020,244,0.01906196619112388
101533,23809,2021-03-19,AZO,1324.76,3/19/2021,-0.000464,filing date 0,2021,242,0.045009936359823866
101591,23809,2021-06-11,AZO,1394.61,6/11/2021,0.001946,filing date 0,2021,242,0.015302221006331385
101685,23809,2021-10-25,AZO,1821.09,10/25/2021,0.005071,filing date 0,2021,242,-0.04062143482281877
101723,23809,2021-12-17,AZO,1996.37,12/17/2021,-0.010268,filing date 0,2021,242,0.0005153488306128828
102010,2285,2017-02-08,BA,163.81,2/8/2017,0.000767,filing date 0,2017,205,-0.006110296881195021
102063,2285,2017-04-26,BA,181.71,4/26/2017,-0.000476,filing date 0,2017,205,-0.006222829643875438
102126,2285,2017-07-26,BA,233.45,7/26/2017,0.000366,filing date 0,2017,205,0.14412474551510812
102190,2285,2017-10-25,BA,258.42,10/25/2017,-0.004605,filing date 0,2017,205,-0.027040606825220692
102264,2285,2018-02-12,BA,343.8,2/12/2018,0.013931,filing date 0,2018,205,0.028136688108564956
102314,2285,2018-04-25,BA,342.86,4/25/2018,0.001845,filing date 0,2018,205,0.008332187680806014
102377,2285,2018-07-25,BA,355.92,7/25/2018,0.009136,filing date 0,2018,205,-0.013793065909192714
102441,2285,2018-10-24,BA,354.65,10/24/2018,-0.030793,filing date 0,2018,205,-0.004916792127579561
102513,2285,2019-02-08,BA,404.91,2/8/2019,0.000582,filing date 0,2019,204,-0.0039829567290303736
102564,2285,2019-04-24,BA,375.46,4/24/2019,-0.002134,filing date 0,2019,204,0.010284485119449016
102627,2285,2019-07-24,BA,361.43,7/24/2019,0.004643,filing date 0,2019,204,-0.09296749056903308
102691,2285,2019-10-23,BA,340.5,10/23/2019,0.002825,filing date 0,2019,204,-0.0029295202494290518
102759,2285,2020-01-31,BA,318.27,1/31/2020,-0.017292,filing date 0,2020,208,0.0037457932483444534
102820,2285,2020-04-29,BA,139.0,4/29/2020,0.026168,filing date 0,2020,208,0.008427515620827108
102883,2285,2020-07-29,BA,166.01,7/29/2020,0.012315,filing date 0,2020,208,-0.07347502917553883
102947,2285,2020-10-28,BA,148.14,10/28/2020,-0.035199,filing date 0,2020,208,-0.01873057559061575
103011,2285,2021-02-01,BA,195.84,2/1/2021,0.016281,filing date 0,2021,206,0.04208597660039426
103071,2285,2021-04-28,BA,235.46,4/28/2021,-0.000725,filing date 0,2021,206,-0.03157633137157745
103134,2285,2021-07-28,BA,231.57,7/28/2021,-0.000175,filing date 0,2021,206,0.017120408985409896
103198,2285,2021-10-27,BA,206.61,10/27/2021,-0.004931,filing date 0,2021,206,0.013799131001887677
103531,7647,2017-02-23,BAC,24.58,2/23/2017,0.000281,filing date 0,2017,208,-0.0044010002332322
103578,7647,2017-05-02,BAC,23.53,5/2/2017,0.001156,filing date 0,2017,208,0.0009688053947505271
103640,7647,2017-07-31,BAC,24.12,7/31/2017,-0.000857,filing date 0,2017,208,0.014558525456353943
103704,7647,2017-10-30,BAC,27.6,10/30/2017,-0.003299,filing date 0,2017,208,0.002972168692143118
103782,7647,2018-02-22,BAC,31.69,2/22/2018,0.001014,filing date 0,2018,208,-0.0010301471427696107
103828,7647,2018-04-30,BAC,29.92,4/30/2018,-0.008028,filing date 0,2018,208,-0.016406280698194387
103891,7647,2018-07-30,BAC,31.31,7/30/2018,-0.005855,filing date 0,2018,208,0.004410169057608382
103955,7647,2018-10-29,BAC,26.61,10/29/2018,-0.006771,filing date 0,2018,208,0.023092502749705313
104035,7647,2019-02-26,BAC,29.29,2/26/2019,-0.000798,filing date 0,2019,207,-0.0015575347892879954
104077,7647,2019-04-26,BAC,30.35,4/26/2019,0.004724,filing date 0,2019,207,0.007021438916031353
104141,7647,2019-07-29,BAC,30.52,7/29/2019,-0.001822,filing date 0,2019,207,-0.017449464944509385
104205,7647,2019-10-28,BAC,31.84,10/28/2019,0.005625,filing date 0,2019,207,-0.01912675846303924
104282,7647,2020-02-19,BAC,34.72,2/19/2020,0.004617,filing date 0,2020,210,-0.0018554339489724736
104333,7647,2020-05-01,BAC,23.08,5/1/2020,-0.028094,filing date 0,2020,210,-0.04893049745267963
104396,7647,2020-07-31,BAC,24.88,7/31/2020,0.007786,filing date 0,2020,210,-0.0028100497315557416
104460,7647,2020-10-30,BAC,23.7,10/30/2020,-0.012335,filing date 0,2020,210,-0.03411272657960662
104538,7647,2021-02-24,BAC,36.38,2/24/2021,0.011292,filing date 0,2021,208,0.0024171338030232192
104583,7647,2021-04-29,BAC,41.11,4/29/2021,0.006712,filing date 0,2021,208,0.02887591428329317
104647,7647,2021-07-30,BAC,38.36,7/30/2021,-0.005707,filing date 0,2021,208,-0.006859864860405462
104711,7647,2021-10-29,BAC,47.78,10/29/2021,0.001895,filing date 0,2021,208,-0.0020280072933447357
106480,2086,2016-11-07,BAX,47.62,11/7/2016,0.022177,filing date 0,2016,214,-0.02074280183791677
106553,2086,2017-02-23,BAX,50.39,2/23/2017,0.000281,filing date 0,2017,211,0.017215657599071177
106602,2086,2017-05-04,BAX,55.96,5/4/2017,0.000723,filing date 0,2017,211,0.00037851981483849606
106667,2086,2017-08-07,BAX,59.73,8/7/2017,0.00171,filing date 0,2017,211,0.012814844037608686
